"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32"
-0.686711607915348,-1.06497500536326,0.213933360057048,0.969459058840091,1.59012927534681,-0.597496319551093,-0.918866722111411,-1.53541473485825,1.62723637602398,0.184501645315429,0.403053928497546,0.331895617446673,-0.423911921414163,0.202437346919345,-0.371068094656776,1.04414234158897,-1.06578002674505,-0.943073801152579,-0.496347064304462,-2.51077594916154,0.227504792529427,0.932510726296603,1.04093491125104,1.78175485973114,-0.502403622638652,0.59418817640581,0.213140105201311,0.367854470728607,1.36682367356916,-1.03035799640787,-0.635355902843235,-0.576464370100144
-1.00108917132752,-0.714805765405038,0.166086671449264,0.439737514117096,0.0969886660004719,0.962725551569853,-0.202727396408481,-0.929148039582644,-1.85386288119565,-1.12570268096297,0.975898285592712,1.91859148338094,-1.10460348502662,0.781019997840506,0.940323130314906,-0.355219405519811,0.934078977005691,-0.199931827501033,1.76818628748117,-1.13898443848299,-0.044309578182581,0.687760189519483,-0.706096083444654,-1.12743789833642,-0.819168162830366,0.0743327316688722,0.411309672415693,-0.268230033375965,0.435462186023254,0.89918710389203,-1.33661148591308,-0.703974161862608
-0.226845686845108,-1.51473663606638,0.652711654045656,0.173650669772421,-2.16510903783936,1.0858098562471,0.70802158386971,0.0403401147623304,0.952015073862166,0.649928285164182,-1.0599091243732,-1.66370474365923,-0.585352680890864,-1.72668969585935,-1.18998183482853,0.288830975385809,-0.721738370446005,-1.87102232038222,0.183247808985114,0.785409433556306,-0.0369000859404812,2.05295907118141,0.946106573796967,0.314640513869188,-0.144668143299663,0.882799022953421,-0.449935906464319,0.558482312151039,-0.113615669458597,-1.09038463302701,-0.730906772802916,-0.36054029359507
-0.82495611307251,-0.882322149391196,-0.998111980008513,-0.936517085730252,1.5376289224955,-0.105858238628988,1.89834306746253,-0.891900482629034,-1.40492257924493,-0.168248865808831,1.079862457167,1.01712956243501,2.41826054161271,0.236877213814467,0.184352830113468,0.279160762088938,0.720992733165137,1.39914951627244,-0.099213125663546,-1.14838028289263,-0.314301755069276,0.0924903730236146,-0.853415212979259,0.484880869041923,-0.770156541230095,0.436783178369023,-1.47214074439257,-0.328797002381374,-1.32966976347938,0.0265573616874569,-0.959542453941818,-0.646828473992543
-0.465148126112972,-1.02766830068186,-0.622182438317704,1.68300651480459,1.15471299058308,0.285917697522129,-1.09598289509789,-0.757834377073489,-1.53478823588245,0.194615182525873,-0.18858218634847,0.192295229540273,0.621533710544766,-0.31159881495065,1.03638888659928,0.356455410057282,0.0883710615789854,-0.946960992569849,-1.64062775891379,0.304563853859955,-0.173441697190111,-1.21144886929089,-1.54719617610835,-0.946151129817908,0.164593216883652,-0.631606144391615,-0.205004183162163,0.861712452901429,0.266565550390354,-0.0233730132124849,0.244433444971914,-1.4861443202779
-0.738995238043702,-1.11225058829158,-0.00751122725816857,0.219071381355631,0.165583806991332,-1.1742533795697,0.242792987461575,1.56987710935447,0.643137514796925,-0.430520142155449,1.23496994321626,-1.64221441861398,1.10216378388407,-0.986982396081563,-0.211692515228048,0.34766176546591,0.785664670532755,-0.991054947886051,0.616237451928517,0.465467745313479,0.674836545659987,-2.0005913977416,0.126939246684206,2.46003189660775,0.385497906812785,-0.489825898265992,0.595389592799115,2.85080350755785,0.986724119507744,-1.28248659157823,-0.0804875402230184,1.78422902181092
-0.43238425610198,-0.496310949442371,-0.0522858132527319,-0.722415180687334,0.0314744549480411,-0.248939974626931,-0.467365122294366,-1.14344148343999,-1.07294869934935,-0.42928238880771,-0.150859673336419,-0.656940346784544,0.818090272052961,-0.70168542836588,0.598536132201515,-1.43494034630183,0.387934676894576,0.303017739017412,0.386887867489823,-0.266428894143525,0.658096035213901,-1.78750515603248,-0.386335215851954,-1.3653785553141,-0.556579404726184,-0.689950386755853,1.53813177275305,1.08388607333931,-0.79008464611569,-0.167346246836745,0.440642881381549,0.81699302841333
-0.806363306844557,-0.778880531824632,0.0625118337250017,-2.03207741495346,1.24563871906677,-0.54446144700214,1.79111772722507,0.44002782580507,0.0263864784356155,0.837890178020781,0.155354631512588,-2.00581097716243,0.954714721966085,-1.15316727240231,0.951000757185767,-0.0634377902580608,1.86268199013625,1.34268777918598,-0.0459448428324716,1.09422939446074,-1.7158651132279,1.00372175012302,0.803654968189262,0.582778262974203,0.15049997815731,0.497835887662645,0.31397489837674,-0.61621498451205,0.957380735664458,2.44608186493491,2.03008627875336,-0.744038237655121
-1.03314880747163,-0.935585818779368,-0.412012944055308,1.32770006251821,-0.164547658868685,0.211550478403099,0.24063446829651,-0.356004876259506,0.39274543734736,-0.230210711330261,1.01905481243631,-1.18584456269235,-1.10799982425946,-0.428921786704383,-1.21590477649817,0.366730763626973,0.308517611906105,-1.32395151672172,-1.05002308100145,-0.176853030475662,1.25391678336325,2.34310314026151,-0.93946197446691,-2.25930880968829,0.218603360827901,1.03141991724035,1.24744442370827,0.437667050906549,0.460249069259168,1.20199248552723,0.0988378851843684,-0.962278332315085
-0.47922916890852,-0.335765000765944,0.405360963513743,0.623591371017369,-0.881368874141749,1.36593389378749,-1.82156012307021,-0.0774797569258089,-0.0579392135314331,-0.433231219010573,-1.54947178229648,-1.81704488280308,-1.13374479313608,0.959436337968925,-0.379325393385402,-1.4892966407223,-0.912452749194482,-0.297616424874997,-0.836576822587452,-0.846015173323703,-1.08127373005299,0.325957353641689,0.277550137369316,-2.29453768627643,-1.67285630164669,0.180326552760838,-0.798551527067168,0.627662727451628,-0.406353912930819,-0.128628510426253,-0.0292835609864633,0.0925550556596905
